Combination,x_est_1,x_est_2,x_est_3,x_est_4,x_est_5,x_est_6,x_est_7,x_est_8,Residual,CondNum
"A,B,C,D,E,G,J,R",17.57960926657411,14.395003736521872,0.0,0.0,14.130586100138785,0.0,9.011188213942551,10.883612682822672,0.0,2.901330824239823e+52
"A,B,C,D,E,G,J,S",18.162782907271286,13.81960932102259,0.0,0.0,14.122270376651384,0.0,9.02889265749638,15.866444737558362,0.0,6.45167210262918e+50
"A,B,C,D,E,G,J,T",16.83221124003246,15.017905744162725,0.0,0.0,14.263668051377547,0.0,8.898199875853505,20.988015088573764,0.0,1.3422860377547846e+51
"A,B,C,D,E,G,K,L",7.225169300225733,13.499999999999998,0.0,13.225169300225724,14.628103837471789,0.0,30.421557562076746,0.0,0.0,inf
"A,B,C,D,E,G,K,M",0.0,18.10647799418922,0.0,15.2129559883783,14.311632411492527,0.0,12.068008178198637,5.3009254277413085,0.0,inf
"A,B,C,D,E,G,K,N",0.0,16.261833253243584,0.0,17.333133109082222,14.151501681883712,0.0,12.09163863527151,10.161893320518985,0.0,inf
"A,B,C,D,E,G,K,O",0.0,18.956058823529407,0.0,14.067529411764717,14.464529411764707,0.0,12.089588235294103,15.422294117647056,0.0,inf
"A,B,C,D,E,G,K,P",0.0,19.010319553483825,0.0,14.054618498527947,14.418992271835142,0.0,12.033059371933266,20.48301030421981,0.0,inf
"A,B,C,D,E,G,K,Q",16.51217765042974,15.290151664855324,0.0,0.0,14.28261782432567,0.0,13.983178539669973,5.931874320719291,0.0,9.259694734449117e+49
"A,B,C,D,E,G,K,R",16.82303695150116,15.073758660508076,0.0,0.0,14.213770207852205,0.0,14.051674364896067,10.83775981524249,0.0,2.585041978123574e+50
"A,B,C,D,E,G,K,S",17.362898664230137,14.539975199060112,0.0,0.0,14.207272766827657,0.0,14.069116303354663,15.820737066527432,0.0,8.776893421737327e+49
"A,B,C,D,E,G,K,T",16.19090909090905,15.595454545454572,0.0,0.0,14.331818181818191,0.0,13.939610389610394,20.942207792207796,0.0,1.0595636777412912e+52
"A,B,C,D,E,G,L,M",0.0,18.118025392582698,0.0,15.236050785165382,14.342382225192116,0.0,17.03541597059806,5.268125626461746,0.0,inf
"A,B,C,D,E,G,L,N",0.0,16.318453269632712,0.0,17.303523439832787,14.18542848611526,0.0,17.059271424305766,10.13332338011347,0.0,inf
"A,B,C,D,E,G,L,O",0.0,18.946408991228083,0.0,14.118329678362583,14.490816885964904,0.0,17.057200292397646,15.387244152046778,0.0,inf
"A,B,C,D,E,G,L,P",0.0,18.99866818873668,0.0,14.108828006088284,14.4480593607306,0.0,17.000190258751903,20.444254185692532,0.0,inf
"A,B,C,D,E,G,L,Q",16.85204574742275,14.932493019759368,0.0,0.0,14.228401524914084,0.0,19.06859428694159,5.9184654209622005,0.0,3.918212640485886e+50
